업종명,업소명,소재지(도로명),소재지(지번),소재지전화,데이터기준일
일반음식점,소문난 돈까스,"경상북도 포항시 북구 중앙상가길 47, 1층 (신흥동)",경상북도 포항시 북구 신흥동 819-2 , 054- 232-3111,2025-08-14
일반음식점,깡통갈비(양덕점),"경상북도 포항시 북구 장량로189번길 7, 1층 (양덕동)",경상북도 포항시 북구 양덕동 1585 1층 , 054- 232-3334,2025-08-14
일반음식점,포항월포11번횟집,경상북도 포항시 북구 청하면 해안로 2586,경상북도 포항시 북구 청하면 방어리 101-2 , 054- 232-3618,2025-08-14
일반음식점,마당집,"경상북도 포항시 북구 해안로 99, 1동 1층, 2동 1층 (두호동)","경상북도 포항시 북구 두호동 681 1동 1층, 2동 1층 ", 054- 232-3850,2025-08-14
일반음식점,청월횟집,경상북도 포항시 북구 청하면 해안로 2452,경상북도 포항시 북구 청하면 월포리 3-17 , 054- 232-3949,2025-08-14
일반음식점,우리동네,경상북도 포항시 북구 대곡로 55 (두호동),경상북도 포항시 북구 두호동 1096-2 , 054- 232-4092,2025-08-14
일반음식점,동구식당,경상북도 포항시 북구 청하면 청하로 227-7 (외 2필지),경상북도 포항시 북구 청하면 덕성리 296-6 외 2필지 , 054- 232-4165,2025-08-14
일반음식점,청하통닭집,경상북도 포항시 북구 청하면 청하로 213,경상북도 포항시 북구 청하면 덕성리 307-1 , 054- 232-4377,2025-08-14
일반음식점,순천돼지국밥,"경상북도 포항시 북구 장량로18번길 39-5, 1층 (장성동)",경상북도 포항시 북구 장성동 1548-7 , 054- 232-5677,2025-08-14
일반음식점,지혜횟집,경상북도 포항시 북구 청하면 해안로2506번길 67,경상북도 포항시 북구 청하면 방어리 190 , 054- 232-5851,2025-08-14
일반음식점,자박지,"경상북도 포항시 북구 장량로 138, 1층 (장성동)",경상북도 포항시 북구 장성동 1417-13 1층 , 054- 232-5990,2025-08-14
일반음식점,문성해물칼국수,경상북도 포항시 북구 학산로 44-1 (대신동),경상북도 포항시 북구 대신동 10-25 , 054- 232-6009,2025-08-14
일반음식점,금수강산식당,경상북도 포항시 북구 청하면 비학로 1556,경상북도 포항시 북구 청하면 명안리 208-2 , 054- 232-6393,2025-08-14
일반음식점,영일대 해담,"경상북도 포항시 북구 해안로 87, 2층 (두호동)",경상북도 포항시 북구 두호동 722 2층 , 054- 232-6660,2025-08-14
일반음식점,최부자 고향식당,경상북도 포항시 북구 삼호로 468 (환호동),경상북도 포항시 북구 환호동 512-2 , 054- 232-7273,2025-08-14
일반음식점,원조마포구이(장성점),"경상북도 포항시 북구 삼흥로 65 (장성동,(1층))",경상북도 포항시 북구 장성동 866-319 (1층) , 054- 232-7792,2025-08-14
일반음식점,(주)디에스엠알오 카페담 철길점,"경상북도 포항시 남구 대잠길 12-1, 담 빌딩 1~2층 (대잠동)",경상북도 포항시 남구 대잠동 760-5 담 빌딩 1~2층 , 054- 232-8114,2025-08-14
일반음식점,시인과 바다,경상북도 포항시 북구 청하면 월포로 124,경상북도 포항시 북구 청하면 용두리 573-1 , 054- 232-8488,2025-08-14
일반음식점,돌돌이돼지국밥,"경상북도 포항시 북구 흥해읍 중성로32번길 5, 1층",경상북도 포항시 북구 흥해읍 남성리 258-2 1층 , 054- 232-8609,2025-08-14
일반음식점,15번 횟집,경상북도 포항시 북구 청하면 동해대로2732번길 169,경상북도 포항시 북구 청하면 월포리 645-26 , 054- 232-8681,2025-08-14
일반음식점,태화성,경상북도 포항시 북구 청하면 청하로 244,경상북도 포항시 북구 청하면 덕성리 155-2 , 054- 232-8944,2025-08-14
일반음식점,간이역,"경상북도 포항시 북구 삼호로 321, 1층 (두호동)",경상북도 포항시 북구 두호동 204-24 1층 , 054- 232-9289,2025-08-14
일반음식점,맛나푸드,"경상북도 포항시 북구 천마로72번길 18-1, 1동 103호 (양덕동)",경상북도 포항시 북구 양덕동 1468-4 , 054- 232-9400,2025-08-14
일반음식점,영일대특별시,경상북도 포항시 북구 해안로 59 (항구동),경상북도 포항시 북구 항구동 17-120 , 054- 232-9922,2025-08-14
일반음식점,교촌치킨(죽도점),경상북도 포항시 북구 중앙상가1길 6 (대흥동),경상북도 포항시 북구 대흥동 592-2 1층 , 054- 232-9966,2025-08-14
일반음식점,구룡포愛OSO,경상북도 포항시 남구 구룡포읍 구룡포길 127-2,경상북도 포항시 남구 구룡포읍 구룡포리 391-7 , 054- 237-8344,2025-08-14
일반음식점,어시장소머리곰탕,경상북도 포항시 북구 칠성로 54-3 (남빈동),경상북도 포항시 북구 남빈동 989-29 , 054- 241-0277,2025-08-14
일반음식점,태양반점,"경상북도 포항시 북구 새마을로 72 (용흥동,한라상가 1호)",경상북도 포항시 북구 용흥동 369-4 한라상가 1호 , 054- 241-0294,2025-08-14
일반음식점,할매실비회식당,,경상북도 포항시 북구 죽도동 568-24 , 054- 241-0582,2025-08-14
일반음식점,불로만숯불바베큐,경상북도 포항시 북구 중앙로298번길 14-4 (여천동),경상북도 포항시 북구 여천동 124-3 , 054- 241-0620,2025-08-14
일반음식점,동아식당,경상북도 포항시 북구 선착로 29 (대신동),경상북도 포항시 북구 대신동 15-15 , 054- 241-1204,2025-08-14
일반음식점,마초상회,"경상북도 포항시 북구 칠성로47번길 6-6, 1층 (남빈동)",경상북도 포항시 북구 남빈동 413-9 , 054- 241-1264,2025-08-14
일반음식점,한일통닭,,경상북도 포항시 북구 죽도동 12 , 054- 241-1353,2025-08-14
일반음식점,수향회식당,경상북도 포항시 북구 죽도시장14길 3 (죽도동),경상북도 포항시 북구 죽도동 574-6 , 054- 241-1589,2025-08-14
일반음식점,덕대족발,경상북도 포항시 북구 죽도시장13길 15-8 (죽도동),경상북도 포항시 북구 죽도동 1-39 , 054- 241-1840,2025-08-14
일반음식점,옛날옛적에,"경상북도 포항시 북구 새마을로 88, 2동 1호 (용흥동,상가)",경상북도 포항시 북구 용흥동 357-13 상가 2동 1호, 054- 241-1928,2025-08-14
일반음식점,BHC 기계점 & 간이역,경상북도 포항시 북구 기계면 기계로 45,경상북도 포항시 북구 기계면 현내리 35-9 , 054- 241-1977,2025-08-14
일반음식점,새포항물회집,경상북도 포항시 북구 삼호로 65 (대신동),경상북도 포항시 북구 대신동 63-3 , 054- 241-2087,2025-08-14
일반음식점,풍선,"경상북도 포항시 북구 두호로37번길 8 (두호동,(1층))",경상북도 포항시 북구 두호동 1055-2 (1층) , 054- 241-2227,2025-08-14
일반음식점,일심식당,"경상북도 포항시 북구 성실로 37, 상가동 1층 102호 (장성동, 현진에버빌아파트)",경상북도 포항시 북구 장성동 1607 , 054- 241-2228,2025-08-14
일반음식점,오대감 숯불구이,"경상북도 포항시 북구 동빈로 12, 1층 (중앙동)",경상북도 포항시 북구 중앙동 13 1층 , 054- 241-2255,2025-08-14
일반음식점,텐퍼센트 포항용흥점,"경상북도 포항시 북구 새마을로 68 (용흥동,(101호))",경상북도 포항시 북구 용흥동 369-15 (101호) , 054- 241-2555,2025-08-14
일반음식점,홍칼라소갈비찜,경상북도 포항시 북구 장성로 12 (장성동),경상북도 포항시 북구 장성동 1441-1 , 054- 241-2700,2025-08-14
일반음식점,호리민물장어식당,,경상북도 포항시 북구 신광면 호리 60-7    , 054- 241-2708,2025-08-14
일반음식점,일심정,경상북도 포항시 북구 기계면 근면길 15,경상북도 포항시 북구 기계면 현내리 272-1 , 054- 241-2727,2025-08-14
일반음식점,전주식당,경상북도 포항시 북구 중앙로308번길 12 (여천동),경상북도 포항시 북구 여천동 42 , 054- 241-2770,2025-08-14
일반음식점,통일횟집,,경상북도 포항시 북구 죽도동 570-1 , 054- 241-2979,2025-08-14
일반음식점,마장동 뒷고기,경상북도 포항시 북구 새마을로 92 (용흥동),경상북도 포항시 북구 용흥동 356-9 , 054- 241-2997,2025-08-14
일반음식점,하봉석 대게회,경상북도 포항시 북구 칠성천길 135 (남빈동),경상북도 포항시 북구 남빈동 989-139 , 054- 241-3289,2025-08-14
일반음식점,신수정회식당,경상북도 포항시 남구 희망대로 1179-1 (송도동),경상북도 포항시 남구 송도동 254-361 , 054- 241-3434,2025-08-14
일반음식점,해변의집식당,경상북도 포항시 남구 희망대로 1179-1 (송도동),경상북도 포항시 남구 송도동 254-361 , 054- 241-3434,2025-08-14
일반음식점,영숙아구찜,경상북도 포항시 북구 중앙로298번길 9 (여천동),경상북도 포항시 북구 여천동 64-4 , 054- 241-3455,2025-08-14
일반음식점,양푼이드럼아저씨家,경상북도 포항시 남구 송도로 43-2 (송도동),경상북도 포항시 남구 송도동 436-27 , 054- 241-3624,2025-08-14
일반음식점,씨클럽,경상북도 포항시 북구 중앙로298번길 3 (상원동),경상북도 포항시 북구 상원동 443-19 , 054- 241-3888,2025-08-14
일반음식점,우방관,경상북도 포항시 북구 대안길 58 (용흥동),경상북도 포항시 북구 용흥동 366 , 054- 241-3951,2025-08-14
일반음식점,달라스식당,경상북도 포항시 북구 죽장면 새마을로 3615,경상북도 포항시 북구 죽장면 입암리 858-173 , 054- 241-4001,2025-08-14
일반음식점,비학산반점,"경상북도 포항시 북구 신광면 비학로 860, 1층",경상북도 포항시 북구 신광면 상읍리 169-9 , 054- 241-4171,2025-08-14
일반음식점,대사관(용흥점),경상북도 포항시 북구 대안길 61 (용흥동),경상북도 포항시 북구 용흥동 356-6 , 054- 241-4458,2025-08-14
일반음식점,마장동뒷고기,경상북도 포항시 북구 삼흥로 43 (장성동),경상북도 포항시 북구 장성동 1150 , 054- 241-4755,2025-08-14
일반음식점,백조식당,"경상북도 포항시 북구 삼호로 87-1 (대신동,(1층))",경상북도 포항시 북구 대신동 1-14 (1층) , 054- 241-4810,2025-08-14
일반음식점,미목,"경상북도 포항시 북구 삼흥로74번길 28, 1층 (두호동)",경상북도 포항시 북구 두호동 1078-1 1층 , 054- 241-4886,2025-08-14
일반음식점,일봉족발 유강점,"경상북도 포항시 남구 연일읍 유강길17번길 8, 1층 2호",경상북도 포항시 남구 연일읍 유강리 590-7 2호, 054- 241-4997,2025-08-14
일반음식점,바다횟집,경상북도 포항시 북구 흥해읍 영일만항로 82,경상북도 포항시 북구 흥해읍 용한리 488-1 , 054- 241-5054,2025-08-14
일반음식점,커피바 리즈(coffee bar rizz),"경상북도 포항시 북구 삼호로 180 (항구동,(1층))",경상북도 포항시 북구 항구동 17-19 (1층) , 054- 241-5229,2025-08-14
일반음식점,꼬기냉면 육개장칼국수,"경상북도 포항시 북구 장량로174번길 27-1, 1층 (양덕동)",경상북도 포항시 북구 양덕동 1637-1 , 054- 241-5360,2025-08-14
일반음식점,손&손돈까스,경상북도 포항시 북구 두호로37번길 8 (두호동),경상북도 포항시 북구 두호동 1055-2 , 054- 241-5368,2025-08-14
일반음식점,포항갈비,,경상북도 포항시 북구 장성동 1356-1 (지하) , 054- 241-5370,2025-08-14
일반음식점,중국성,경상북도 포항시 북구 송라면 보경로43번길 1,경상북도 포항시 북구 송라면 광천리 41-29 , 054- 241-5410,2025-08-14
일반음식점,포항뒷고기,경상북도 포항시 북구 삼호로8번길 12-1 (덕산동),경상북도 포항시 북구 덕산동 233-16 , 054- 241-5615,2025-08-14
일반음식점,신애밥상,경상북도 포항시 북구 삼호로189번길 14 (항구동),경상북도 포항시 북구 항구동 344-9 , 054- 241-5635,2025-08-14
일반음식점,목마른 날은 소주한잔,경상북도 포항시 북구 죽장면 새마을로3575번길 39,경상북도 포항시 북구 죽장면 입암리 858-115 , 054- 241-5753,2025-08-14
일반음식점,꼬꼬향기,경상북도 포항시 북구 새마을로 56 (용흥동),경상북도 포항시 북구 용흥동 373-9 , 054- 241-5768,2025-08-14
일반음식점,웰빙횟집,"경상북도 포항시 북구 해안로 131 (두호동,외6필지(4층))",경상북도 포항시 북구 두호동 1008-6 외6필지(4층) , 054- 241-5959,2025-08-14
일반음식점,대구회 식당,경상북도 포항시 북구 죽도시장길 33 (죽도동),경상북도 포항시 북구 죽도동 571-9 , 054- 241-6095,2025-08-14
일반음식점,디올,경상북도 포항시 북구 용두산길 28-6 (두호동),경상북도 포항시 북구 두호동 1082-1 , 054- 241-6284,2025-08-14
일반음식점,본죽 앤 비빔밥 포항상원점,"경상북도 포항시 북구 중앙로 269 (상원동,,23(1층))","경상북도 포항시 북구 상원동 462-20 ,23(1층) ", 054- 241-6288,2025-08-14
일반음식점,보성분식,경상북도 포항시 북구 중앙상가6길 12 (신흥동),경상북도 포항시 북구 신흥동 819-14 , 054- 241-6462,2025-08-14
일반음식점,은혜반점,경상북도 포항시 북구 죽장면 새마을로 3619-7,경상북도 포항시 북구 죽장면 입암리 858-143 , 054- 241-6616,2025-08-14
일반음식점,청담,"경상북도 포항시 북구 새마을로 100, 나동 104,112,113호 (용흥동)","경상북도 포항시 북구 용흥동 480-1 104,112,113호 나동 ", 054- 241-7263,2025-08-14
일반음식점,빨간대게,"경상북도 포항시 남구 희망대로 979, 1층 (해도동)",경상북도 포항시 남구 해도동 87-31 1층 , 054- 241-8280,2025-08-14
일반음식점,창포생고기갈비살,경상북도 포항시 북구 새천년대로1075번길 3 (창포동),경상북도 포항시 북구 창포동 640-1 , 054- 241-8283,2025-08-14
일반음식점,레트로지 장량점,"경상북도 포항시 북구 법원로8번길 26, 1층 (장성동, 인하우스)",경상북도 포항시 북구 장성동 1454-6 인하우스 1층 , 054- 241-8295,2025-08-14
일반음식점,부산자갈치꼼장어,경상북도 포항시 북구 해안로 97-1 (두호동),경상북도 포항시 북구 두호동 683 , 054- 241-9229,2025-08-14
일반음식점,감성장작구이,"경상북도 포항시 남구 송도해안길 22, 제1동 1층 (송도동)",경상북도 포항시 남구 송도동 254-402 제1동 , 054- 241-9981,2025-08-14
일반음식점,해운대31cm해물칼국수 영일대점,"경상북도 포항시 북구 해안로 231, 1층 (두호동)",경상북도 포항시 북구 두호동 127 , 054- 242-0050,2025-08-14
일반음식점,윳쿠리,경상북도 포항시 북구 삼호로265번길 8-5 (두호동),경상북도 포항시 북구 두호동 410 , 054- 242-0240,2025-08-14
일반음식점,화도식당,,경상북도 포항시 북구 죽도동 568-24 , 054- 242-0432,2025-08-14
일반음식점,수리술술,경상북도 포항시 북구 침촌로 6 (장성동),경상북도 포항시 북구 장성동 1584-11 , 054- 242-0559,2025-08-14
